ROI,Set,Object Class,Mean green (44411C83-609B-4758-93D3-FF62DF246855),Standard deviation green (4B11667E-1449-440f-8D7B-0A4D90E62B3E),Mean red (44411C83-609B-4758-93D3-FF62DF246855),Standard deviation red (4B11667E-1449-440f-8D7B-0A4D90E62B3E),Mean LidarCHM (44411C83-609B-4758-93D3-FF62DF246855),Standard deviation LidarCHM (4B11667E-1449-440f-8D7B-0A4D90E62B3E),Mean VARI (44411C83-609B-4758-93D3-FF62DF246855),Compactness (1F03F8EB-A21A-4d53-B9DA-391FFE1B804D),Asymmetry (D9CC01FF-7C3D-4861-9608-38D8EB2D3CCC),Roundness (10DB8137-DB64-4e20-803F-9356BF3DB4A8),GLCM Mean (all dir.) (36BF5FD8-6AC1-4ef2-A967-255B5ACF270B),GLCM StdDev (all dir.) (A8922BC5-0EB5-416b-90C4-AF11449257FB)
C,Train,Eucalyptus siderophloia,128.0488586,41.05117798,148.5389099,44.14892197,23.05379486,6.292483807,-0.046509232,2.711139679,0.801469505,1.518155217,128.3153381,36.90176392
C,Train,Eucalyptus siderophloia,134.1898499,27.42290306,163.7809448,26.69048882,13.24632072,8.515976906,-0.063644066,2.469990015,0.844894946,1.795719504,126.0067825,37.05171204
C,Train,Eucalyptus siderophloia,135.2341309,30.56366158,158.2542267,33.56697083,24.6297245,5.649765015,-0.05021527,2.059051991,0.568920612,1.211139321,127.0862656,36.55014038
C,Train,Eucalyptus siderophloia,135.8755493,34.63903427,152.7845306,36.76415253,21.09433174,1.995115161,-0.037467912,2.330256939,0.77367121,1.625504494,126.0710526,36.93592072
C,Train,Eucalyptus siderophloia,137.3463135,22.89612389,161.3207703,23.00719261,25.77523804,0.965611517,-0.051521827,2.084745646,0.649092972,1.804573536,124.7660065,38.65983582
C,Train,Eucalyptus siderophloia,138.9537659,32.41506577,164.0909424,34.1450882,19.5961895,6.896847725,-0.052750915,2.163432837,0.654581904,1.124946237,126.5158234,36.71249008
C,Train,Eucalyptus siderophloia,139.6693573,24.33288383,158.6758575,26.66949081,25.69258118,2.943577766,-0.04123693,3.848979712,0.43029204,1.980338335,125.8820724,37.63248062
C,Train,Eucalyptus siderophloia,143.7891693,43.94888306,166.0955048,46.79345322,26.84285927,1.174598932,-0.045769371,1.884672523,0.274223506,0.751768708,127.4050903,36.55110168
C,Train,Eucalyptus siderophloia,150.4024658,39.4167099,163.4602051,42.38733673,20.79497719,6.469041348,-0.026221169,2.212647438,0.743836939,1.315837264,124.8369827,37.88860703
C,Train,Eucalyptus siderophloia,154.8680573,48.44120026,170.6613922,52.90333557,17.66929245,1.215812325,-0.031305723,2.378991365,0.539871514,1.227458835,126.0446014,38.0519104
C,Train,Eucalyptus siderophloia,156.4610901,41.55425644,186.5424805,43.13995361,26.01852989,7.827467442,-0.056486957,2.453298092,0.601867497,1.189460635,127.0012131,36.24915695
C,Train,Eucalyptus siderophloia,157.1793823,27.16268539,179.5094299,29.92405128,24.54841423,5.612013817,-0.042273257,2.901433468,0.686369538,1.744482636,125.6836472,36.36499405
C,Train,Eucalyptus siderophloia,157.68396,39.78140259,171.9827118,43.73159027,24.42233276,1.988212943,-0.028326334,2.562797546,0.649205863,1.327020764,126.2775726,37.07653809
C,Train,Eucalyptus siderophloia,159.7845306,37.38424301,180.4695587,40.12966919,16.86347008,6.014840603,-0.039644361,3.663443804,0.667314827,1.750349283,125.4115982,37.75664902
C,Train,Eucalyptus siderophloia,161.9865417,31.59055901,176.5920105,31.24604988,20.20251846,7.171149254,-0.028342659,3.703852892,0.822240829,2.140142202,124.5080338,37.47860336
C,Train,Eucalyptus siderophloia,167.3667297,35.38087845,197.252594,36.17084122,26.13839722,0.749246359,-0.052167762,3.811756611,0.900566161,1.890095592,124.8043289,37.74533463
C,Train,Eucalyptus siderophloia,167.6135864,42.9875412,185.8088684,44.4756813,16.77976608,4.951827049,-0.033538383,3.612741232,0.660702765,2.078286171,126.060112,37.45854187
C,Train,Eucalyptus siderophloia,167.678299,43.28905106,191.5396271,44.92340469,26.82312775,2.212362289,-0.043262701,2.189181805,0.389419258,0.817561984,126.4849396,36.52605438
C,Train,Eucalyptus siderophloia,173.5018005,29.39584351,206.7306519,30.43652916,19.88361931,1.547043085,-0.057191569,2.614091396,0.256788403,1.453719854,126.5941238,36.3804245
C,Train,Eucalyptus siderophloia,174.0371552,38.15505981,191.0168457,39.73013687,25.62124634,10.5110693,-0.030606193,2.111359358,0.696988225,1.289195776,126.2567062,36.91010666
C,Train,Eucalyptus siderophloia,181.1419678,32.53529358,210.4458313,31.11323929,23.84730721,9.270107269,-0.048133675,2.456662893,0.619405091,1.768370509,126.2276382,35.59799957
C,Train,Eucalyptus siderophloia,185.8044281,32.62434387,212.5943146,30.87953758,13.99509907,10.27731228,-0.043573465,2.236387014,0.652884066,1.228681207,125.1564255,38.27750778
C,Train,Eucalyptus siderophloia,77.74887848,35.59826279,87.06936646,42.78705597,14.361619,12.77012825,-0.036449429,4.092815876,0.9576388,2.538042068,128.0386047,37.08402634
C,Train,Eucalyptus siderophloia,78.27952576,22.4992466,86.79666138,26.41437149,20.53433037,4.15239048,-0.032588426,3.786940813,0.560718,2.001488924,129.8758698,39.03121567
C,Train,Eucalyptus siderophloia,91.32318878,39.61320496,94.08260345,44.60098267,17.04318237,3.29074502,-0.009258481,3.493748665,0.86814934,1.984196544,127.9797668,37.93599701
C,Train,Eucalyptus tereticornis,111.1392441,40.32831573,136.3400879,45.52343369,19.90871811,3.559427977,-0.065815076,2.410735607,0.89197439,1.851150632,129.0896912,38.866539
C,Train,Eucalyptus tereticornis,116.6470032,34.57335663,134.7458649,41.42132568,7.787140369,8.08819294,-0.04676633,3.853956699,0.840540469,2.284459352,127.4765396,37.72153473
C,Train,Eucalyptus tereticornis,123.8739471,47.382164,140.7813873,52.46384048,14.69954967,7.87788868,-0.041546218,2.739991188,0.676996768,1.508349299,126.6787567,37.26719284
C,Train,Eucalyptus tereticornis,154.3653564,48.02231598,184.0111389,51.35001755,16.76838875,4.11508894,-0.056869715,2.520127058,0.717708528,1.266460896,125.5655594,37.71621704
C,Train,Eucalyptus tereticornis,32.77918625,14.57380486,26.76525497,16.56313133,8.766029358,7.829357147,0.06449502,2.502990484,0.667960644,1.479324222,127.2827454,32.22835922
C,Train,Eucalyptus tereticornis,36.75341797,14.8810482,33.84649277,15.12142563,12.12205219,4.880322933,0.024443982,2.401132584,0.758123815,1.394672155,129.9814148,37.88940048
C,Train,Eucalyptus tereticornis,66.22464752,34.84088135,71.90621948,39.19649124,15.17429733,10.22117424,-0.02665657,3.912759066,0.506068408,2.050768137,127.8148346,37.76014328
C,Train,Eucalyptus tereticornis,68.63838959,44.8489151,75.77907562,49.17658997,21.09818268,4.366985321,-0.031989101,3.008633614,0.236216769,1.518117666,129.1674652,38.05767059
C,Train,Eucalyptus tereticornis,84.53160095,23.38262177,93.50862122,27.61483383,11.29050922,10.9783535,-0.031515744,2.089049101,0.665652812,1.186937332,128.4201508,38.31988144
C,Train,Eucalyptus tereticornis,91.38613129,42.79255676,106.8698654,51.42009354,20.65468979,1.620187998,-0.050114863,2.654109478,0.551587343,1.438806772,130.4254456,39.05080032
C,Train,Grass,109.8567657,37.85232162,150.1458893,42.42583466,0,0,-0.094391644,2.374747276,0.734432817,1.462438226,129.9075623,39.15764236
C,Train,Grass,133.4338531,21.24764824,181.498642,21.46893311,0,0,-0.096483916,2.135942459,0.758518159,1.150824308,127.1268539,36.57532883
C,Train,Grass,140.4839325,27.2073307,182.5425873,28.805439,1.479881048,4.588561058,-0.081689514,2.326734304,0.82340169,1.875397682,127.0618362,36.72659302
C,Train,Grass,140.6078491,41.07764435,191.1684113,43.92208862,0,0,-0.092934586,2.594559669,0.861946046,1.938189626,127.9861755,36.31646729
C,Train,Grass,144.831543,34.17392731,193.0444641,37.34722519,0,0,-0.090151146,3.269561768,0.631570518,1.883087516,128.7780151,37.1596489
C,Train,Grass,147.1942902,24.58650589,191.6809235,25.21497154,0.004668828,0.115662076,-0.085278645,3.060095549,0.470810086,1.467937708,127.3196106,36.41540527
C,Train,Grass,147.3969116,24.66488075,190.5125122,24.42344856,0.000588619,0.054840665,-0.081476979,1.793913245,0.455067694,0.780707061,126.2764587,36.4071846
C,Train,Grass,150.6166229,25.06836319,204.0853882,24.79635239,0,0,-0.098110579,1.91439724,0.425229013,1.171721935,126.9714661,36.41920853
C,Train,Grass,152.5765533,47.44792557,198.9360657,48.56552887,0.000821703,0.022582186,-0.081342772,1.947279334,0.411258042,0.916806877,127.0870132,35.93711472
C,Train,Grass,154.1648254,40.02090836,208.2242279,39.983078,0,0,-0.094282612,1.931509137,0.712711096,0.947294056,127.3192749,36.25150681
C,Train,Grass,159.509613,24.90726471,203.0885315,23.34117699,5.66247654,8.350157738,-0.078273043,2.277659178,0.52183795,1.742148042,126.6917572,35.71681213
C,Train,Grass,164.1301422,46.9277153,215.2169647,42.32792664,0,0,-0.084394634,2.083402872,0.457541347,1.236011267,127.3504333,35.33114243
C,Train,Grass,176.4832153,15.75252056,222.410141,14.20356941,0,0,-0.072101019,1.668800116,0.349670112,0.7645154,127.2120132,34.78399277
C,Train,Grass,179.9117584,33.09936142,207.7436523,30.44254494,0.306568265,0.711416364,-0.045688543,1.878001332,0.401196837,0.791959345,126.9686661,35.06926346
C,Train,Grass,180.370697,32.78348541,224.9604797,30.5064888,0,0,-0.070086241,2.057627916,0.321280479,1.094787836,127.1322403,34.71677017
C,Train,Grass,180.4420166,14.24950981,224.588501,13.06867123,0,0,-0.070228182,2.348436117,0.576029122,1.571113348,127.416008,35.62753677
C,Train,Grass,183.3549194,41.18629456,225.8423309,37.03689957,0,0,-0.067141868,2.20761323,0.653749049,1.136687875,127.4059296,35.59412384
C,Train,Grass,184.0696259,40.28162003,223.508194,33.93356705,0,0,-0.061319988,2.109615803,0.48775202,1.047203422,126.6768875,34.59269333
C,Train,Grass,187.7093506,13.53950119,227.4240723,11.59200287,0.010339198,0.338134587,-0.061902285,1.828528881,0.417853326,1.099042654,126.840889,35.07753372
C,Train,Grass,189.0542755,29.60719109,232.0098114,18.76029205,0.000472168,0.015383548,-0.06572219,2.247147799,0.424282521,0.971364021,126.7582703,32.93971252
C,Train,Grass,190.7588959,35.1970787,233.4181213,20.50780106,0,0,-0.064621083,1.744101167,0.753279805,0.879028618,126.9475479,32.62665558
C,Train,Grass,195.3822174,20.05049706,235.3353729,13.30092716,0.951174021,3.854063034,-0.060103308,1.565663695,0.638941646,0.57809186,126.8424454,33.97027206
C,Train,Grass,197.2872467,37.01464081,234.6959381,20.46253586,0.000885952,0.035691701,-0.05629842,2.060263872,0.579673469,0.834619403,127.2508011,32.96446228
C,Train,Grass,198.0701141,36.31386185,236.9185181,23.0912056,0,0,-0.057424512,2.272190571,0.705859423,1.285848856,127.4936981,32.46938324
C,Train,Grass,199.3834076,17.54026413,241.2953644,12.55584049,0,0,-0.061278772,1.919912815,0.444743335,0.808442771,126.9288254,34.40297318
C,Train,Grass,199.9896698,30.09580421,247.2819977,13.67535782,0,0,-0.068074152,2.508924007,0.794492066,1.558429718,126.8384018,28.90652657
C,Train,Grass,202.6126556,42.15690613,241.8713074,23.91143608,0,0,-0.057029303,1.909500718,0.460339218,0.726583123,126.8025589,32.26873016
C,Train,Grass,203.5941467,25.18188667,245.2297058,10.56493282,0,0,-0.059982561,4.603419781,0.777452946,2.625790834,124.9034424,33.21627045
C,Train,Grass,206.831131,34.23418427,238.7990417,20.09515762,0,0,-0.046604093,2.144183159,0.522423804,1.212953687,126.1087341,34.40097046
C,Train,Grass,208.3020172,16.30392265,247.1707306,8.908758163,0.050956145,0.21309121,-0.055336036,1.755108118,0.231731668,0.712591887,127.0258942,32.2093811
C,Train,Grass,208.8918762,26.85630417,244.7423248,15.09293652,0,0,-0.0513402,1.878094912,0.715247452,1.249577165,127.4778824,30.82491875
C,Train,Grass,212.0793152,27.35710907,246.3161621,13.71611214,0,0,-0.04843457,2.836845875,0.652841449,1.69737947,126.0294037,30.38101768
C,Train,Grass,216.0808716,23.23465347,248.178894,11.12164974,0,0,-0.045097955,1.782968283,0.67664516,0.884033024,127.1692352,30.69800377
C,Train,Grass,76.74052429,22.38151169,92.72425842,30.38269424,0,0,-0.061025027,2.540025473,0.797060072,1.794569969,127.1641541,36.92712021
C,Train,Grass,97.22013855,19.18755341,117.2904434,25.3388443,7.355332375,10.8306427,-0.060991257,5.088480473,0.457285672,2.435931206,127.0683975,36.15337753
C,Train,Gravel,112.6636276,8.441409111,89.20703888,12.35664749,0,0,0.076959603,1.654445529,0.464361697,0.862174988,127.3704758,35.37925339
C,Train,Gravel,119.1583099,27.50193024,129.8496094,37.72209167,0,0,-0.02825702,6.551312923,0.929546058,3.205577612,127.2033691,38.94762802
C,Train,Gravel,119.4702148,24.86919403,129.7723389,29.01640511,0.568935752,3.03881979,-0.02704153,5.26843977,0.424799681,2.395894766,127.1644363,36.75333023
C,Train,Gravel,184.6640167,27.0266037,225.0807495,25.99603462,0.915732861,0.850509405,-0.064061172,3.73256588,0.533436,1.944265127,126.6254044,35.90486145
C,Train,Gravel,206.8043213,8.464559555,229.2823486,7.664759159,3.75523138,7.774495602,-0.034016952,2.228498459,0.23703602,1.126152039,126.9309998,32.30450058
C,Train,Gravel,216.8168793,5.193082333,218.787384,7.337705612,0,0,-0.002991605,1.695241332,0.695070088,0.727654457,126.9213562,33.19602203
C,Train,Gravel,222.3434143,18.50782585,247.4095459,8.977182388,0.352163613,0.44029659,-0.035186604,3.48235178,0.834793508,2.441558361,125.3011398,34.79353714
C,Train,Gravel,227.379425,12.95171452,235.7251434,3.620515585,0.598970354,3.157989025,-0.011940757,1.618416667,0.394582838,0.670986712,126.1031876,25.6157608
C,Train,Gravel,232.0692902,8.245783806,247.7470245,5.8346591,4.774711132,9.323163033,-0.021557055,1.841504812,0.814550638,1.273117185,126.0759811,22.89966202
C,Train,Gravel,237.432373,8.295202255,253.4728546,3.420499563,1.136546612,4.082374096,-0.02160145,1.570577621,0.52724874,0.537523806,126.2927933,27.98458862
C,Train,Gravel,244.9058838,1.93475616,245.698822,1.561133981,0.002199026,0.07108397,-0.001076537,1.829767227,0.365617245,0.904721558,128.1882172,31.40919876
C,Train,Gravel,248.6513824,4.633209705,246.9732971,1.600510478,0,0,0.002261256,1.596160412,0.361560166,0.702089489,125.618248,25.85632133
C,Train,Gravel,249.0613556,3.09366703,248.1592255,1.766121626,0,0,0.001208992,1.863227725,0.854116082,1.317474246,125.9435959,30.02596664
C,Train,Gravel,249.684845,2.266948462,250.7244263,1.639173508,0.030173488,0.269746959,-0.001383324,1.455713749,0.740370452,0.687913597,126.2731857,25.71535492
C,Train,Gravel,249.9036255,3.201112986,249.2949982,1.468488574,0,0,0.000813158,2.01352787,0.639979541,0.81249994,126.6440277,25.18594933
C,Train,Gravel,250.4328918,2.764090538,251.4026642,0.846742272,0,0,-0.001288082,1.476956487,0.765988171,0.645707607,126.2881088,22.70530128
C,Train,Gravel,250.7290039,8.583600998,254.3561707,1.147027612,0,0,-0.004777553,1.821526766,0.807249367,0.701717079,122.3544388,30.89730644
C,Train,Gravel,251.4676056,2.094626904,249.7084351,0.935684144,0,0,0.002341522,1.778193712,0.774517834,0.913402081,126.6757126,30.49088287
C,Train,Gravel,253.9484863,1.557817459,253.2162018,1.188484907,0.026416961,0.158717021,0.000962861,1.867853165,0.680084467,0.711839378,124.6376038,27.87384033
C,Train,Gravel,254.0137787,3.578672647,253.6729126,1.654029965,0.359667122,2.137036085,0.00044735,1.788566113,0.780074716,0.671971202,124.2278671,24.57661438
C,Train,Gravel,68.83978271,12.30631542,56.08359528,14.63833332,0,0,0.067578048,2.875279427,0.698467851,1.440471649,127.0374222,34.50836563
C,Train,Gravel,74.30827332,13.12400818,42.04567719,11.10751629,0,0,0.185373917,1.906916976,0.736308634,1.051942706,126.068718,30.81401634
C,Train,Gravel,82.32833099,12.15771484,73.24430847,18.09093666,0,0,0.038665656,1.871628165,0.712518275,0.864764094,126.7405167,34.83534622
C,Train,Lantana camara,102.8720322,44.4358902,123.9280472,49.86760712,1.913234711,1.33437705,-0.055742875,3.753134727,0.681761384,2.065019131,128.2309418,37.35803223
C,Train,Lantana camara,127.9064865,42.55521393,138.9567871,45.63621902,2.984633923,3.50755024,-0.024872104,3.825757742,0.931251049,2.215920687,127.3719711,37.28639603
C,Train,Lantana camara,135.1369324,41.23382187,144.8845367,42.43253708,7.180737019,4.761597633,-0.020923177,2.767550945,0.362452,1.608372211,128.5818939,38.1130867
C,Train,Lantana camara,142.8374481,39.02613449,189.7351227,37.74161148,1.578038335,0.664649665,-0.086629242,2.460874319,0.452990443,1.380408883,127.4007721,36.44830704
C,Train,Lantana camara,148.1294708,40.17147827,173.0230103,43.10743713,2.503086805,2.177269459,-0.04695604,2.53055954,0.794794381,1.867289543,125.6187057,37.1399765
C,Train,Lantana camara,151.2285767,33.47231293,171.5515289,35.04486084,0.444293559,0.515786886,-0.037811097,1.698589206,0.553823769,1.027257919,126.5119171,36.33958054
C,Train,Lantana camara,151.8881226,38.19345474,169.4204254,40.71488953,0.56311059,0.521154463,-0.033147499,2.265090942,0.570643008,0.796242714,126.5159836,36.7635231
C,Train,Lantana camara,152.2486267,36.04108047,157.9875641,37.33775711,2.342356682,0.38716054,-0.011018412,2.566676617,0.493634313,1.506335378,125.3366699,37.40298843
C,Train,Lantana camara,152.5018921,28.68968773,190.6965179,28.86387253,1.560762525,0.543453217,-0.069117613,2.185333967,0.379419148,1.209380984,126.8943481,36.53764343
C,Train,Lantana camara,48.32527924,20.67767143,47.39871979,22.57883644,1.088039994,0.888163269,0.005668059,3.427262306,0.295207888,1.947844744,129.2681427,37.26760483
C,Train,Lantana camara,50.3346405,9.819842339,19.44514465,8.519138336,2.110225916,0.484491318,0.268298864,1.946507692,0.025390409,0.638349473,126.5118179,33.67729187
C,Train,Lantana camara,53.01093292,19.09494591,27.78107834,19.24586868,0.999361396,0.345779806,0.18108426,3.487311363,0.830808818,1.416078925,127.9359283,36.24589539
C,Train,Lantana camara,66.12715149,30.64201355,63.02629852,32.89940262,3.748639822,1.856126308,0.014066262,2.372459173,0.795013487,1.608011603,127.1094666,36.44307327
C,Train,Lantana camara,70.90304565,30.54815102,88.27326202,33.38370514,0.709112167,1.15107882,-0.064413249,3.695905447,0.791920722,2.198934078,130.5399323,39.23922348
C,Train,Lantana camara,82.32505798,43.65192795,84.77928925,48.21261978,0.507152319,0.505547225,-0.0087029,2.818624973,0.841152489,1.72059238,130.1608124,38.79475021
C,Train,Lantana camara,92.92712402,34.3897934,79.89136505,38.0744133,0.297644019,0.368873149,0.045207035,3.67203784,0.633431911,1.874866843,128.4793091,37.91832733
C,Train,Lantana camara,98.02442932,36.59147263,109.9533844,41.7548027,3.004610538,5.422236919,-0.036075655,2.900667667,0.684326708,1.740353942,127.6805038,36.40947342
C,Train,Lophestemon confertus,149.2972717,42.91908646,204.1379395,42.21398926,20.36423492,4.011227131,-0.094232589,2.272577524,0.824960232,1.352177143,125.3125839,36.4905014
C,Train,Lophestemon confertus,150.0536194,44.83021545,180.6482544,49.58872986,23.74296951,0.826269209,-0.056289241,1.822657704,0.415204853,0.888761342,125.8068161,37.32541656
C,Train,Lophestemon confertus,160.8318787,44.73656464,189.4686737,49.31671524,27.64807701,0.877284348,-0.049850959,1.743630886,0.408093631,0.671742201,126.1788559,36.2265625
C,Train,Lophestemon confertus,168.9777679,34.28102112,212.495575,36.46709061,20.03151703,3.113609314,-0.070318237,1.745578885,0.764126241,0.820960581,126.517601,34.4743309
C,Train,Lophestemon confertus,176.0024567,29.9329834,212.1498108,30.87335587,23.82439232,0.744033098,-0.058050416,2.015634537,0.741998971,0.839669526,125.9017944,36.25160599
C,Train,Lophestemon confertus,65.85640717,33.12992477,61.95722961,37.15807724,17.09475136,5.917425632,0.017674318,3.124037027,0.907989144,1.812427878,129.2956848,38.52856827
C,Train,Lophostemon confertus,100.9559937,37.92154694,136.0395203,53.8133812,21.8672657,0.509593964,-0.085035205,3.134819031,0.800312698,2.299320221,129.2485809,36.73814774
C,Train,Lophostemon confertus,107.7726212,33.8659935,149.1876526,36.4826622,23.6149025,0.893039882,-0.094371408,1.826643825,0.639987171,0.949649215,126.679863,36.43080139
C,Train,Lophostemon confertus,108.3865738,43.57904816,132.9951019,52.02630997,19.70907211,4.786460876,-0.058825295,2.075131416,0.727099895,1.186056614,127.0095901,37.24873352
C,Train,Lophostemon confertus,121.5656052,40.40727997,132.568985,47.29782486,22.84209251,0.735554874,-0.026499193,2.006970882,0.698890746,0.947890818,126.9714661,36.61987305
C,Train,Lophostemon confertus,123.1845016,46.77431107,135.6480103,54.65203094,18.1687603,3.391746044,-0.030258624,4.176730633,0.871910393,2.248842716,125.7806473,38.01780701
C,Train,Lophostemon confertus,137.1528931,40.48054123,174.8565826,46.43869019,18.67793274,1.449386716,-0.073121868,3.273396492,0.776531279,2.147049665,126.333519,37.33857346
C,Train,Lophostemon confertus,141.1107788,40.62748337,168.3642578,50.01248169,24.80328178,1.817237139,-0.052725822,2.542285204,0.399774462,1.663861394,126.3790512,37.02462769
C,Train,Lophostemon confertus,141.7400665,40.02614594,189.8619537,43.43202972,18.62998772,1.520138025,-0.087575704,2.166702747,0.436181605,1.120342016,125.8602448,36.56465149
C,Train,Lophostemon confertus,142.428772,45.16102219,165.9488831,47.77705383,20.11641312,4.35785675,-0.045872509,3.038159132,0.763413191,1.624921441,125.2248764,37.73313141
C,Train,Lophostemon confertus,144.1825867,34.3571434,179.8345032,38.13149643,18.39001465,1.788718939,-0.066085443,2.040822744,0.620726883,1.365565181,125.8374939,37.39980316
C,Train,Lophostemon confertus,145.613678,37.41619873,212.9803467,39.6812973,21.81850433,4.218110085,-0.113575771,1.692297339,0.471853942,1.327009559,125.489502,36.48316956
C,Train,Lophostemon confertus,145.6769104,37.60340881,177.9013519,43.8887825,25.39871216,4.56801796,-0.060013864,2.02668643,0.552825391,1.147910833,125.5355759,37.02609253
C,Train,Lophostemon confertus,145.8211823,43.1169014,183.5838776,46.32025528,19.35076904,1.312591314,-0.070480846,2.163374424,0.712754548,1.271023512,126.3635101,36.54939651
C,Train,Lophostemon confertus,147.6773682,30.42361259,191.6453857,36.60916901,19.90464783,5.605066299,-0.078443989,2.456053495,0.313939244,1.110874295,125.969429,36.63461685
C,Train,Lophostemon confertus,147.8170929,37.95835876,211.6430206,37.70218658,21.57616043,0.576429188,-0.107870452,2.459985971,0.434684724,1.105917811,124.7330246,37.19910049
C,Train,Lophostemon confertus,153.1676025,35.14965057,171.1407776,36.95462036,21.0355587,5.965000153,-0.034447107,3.755478621,0.516435981,1.969207287,122.720047,39.90603638
C,Train,Lophostemon confertus,158.8659058,34.10732269,201.6901855,35.42100143,16.83573914,2.107072115,-0.072072878,2.495693445,0.303369194,1.588272572,125.1468658,37.08276367
C,Train,Lophostemon confertus,159.2140045,46.04320145,211.0368805,41.8796196,20.34660149,3.280332804,-0.086398892,1.874348402,0.28144145,0.910404265,126.1578293,35.24040604
C,Train,Lophostemon confertus,163.7644653,46.00065613,183.7459259,46.26524353,19.41988564,3.328338861,-0.036326803,3.024111509,0.562326372,2.017682314,124.8075409,37.51101685
C,Train,Lophostemon confertus,164.2410583,37.66039658,202.6246185,44.31087494,24.71235085,3.819416285,-0.06467218,2.387406826,0.735906661,1.27102232,126.6184387,36.04898453
C,Train,Lophostemon confertus,41.83809662,10.86333561,29.1407795,11.03877926,15.1398468,3.89120841,0.105193317,2.197232008,0.344268203,1.337865591,128.4135284,34.7716713
C,Train,Lophostemon confertus,54.14843369,26.56253433,44.02644348,28.4317379,15.11045837,5.778401375,0.062769838,1.899213791,0.551267087,0.854054868,126.7579346,34.19251633
C,Train,Lophostemon confertus,67.62057495,39.20254517,71.39073181,45.75378036,20.17330551,2.209285259,-0.016772719,4.307480335,0.794254541,2.168923855,129.534256,38.77772522
C,Train,Lophostemon confertus,68.3049469,34.9209671,81.43134308,42.72768784,20.29382706,1.948656797,-0.049604908,3.090904236,0.478514671,2.171257734,130.070282,38.98265076
C,Train,Lophostemon confertus,71.26455688,39.89992905,77.87511444,45.59191513,17.13457298,9.409575462,-0.02614334,2.451397896,0.388491839,1.599444747,128.3597565,36.61944199
C,Train,Lophostemon confertus,78.54297638,38.22259903,69.50836945,42.34197998,27.50497246,3.665939569,0.037182759,1.848586202,0.787694275,0.995152593,127.6676102,36.84129333
C,Train,Lophostemon confertus,83.1211319,39.25878525,92.81784821,45.31545639,20.45301628,0.873721302,-0.032597862,3.760307789,0.376200914,1.82468152,129.6559448,38.44732285
C,Train,Lophostemon confertus,83.69124603,37.73431015,92.67713928,42.99478149,22.86693764,0.917193651,-0.03023261,3.135746717,0.317358762,1.916579962,128.832428,38.49883652
C,Train,Lophostemon confertus,84.86238098,34.12937164,111.8526077,45.37859344,27.95261955,1.422922134,-0.078297414,3.567545414,0.842303813,1.707551241,130.2178497,38.10628891
C,Train,Lophostemon confertus,85.01224518,32.57241058,97.39829254,45.46614456,28.91724968,0.378380924,-0.039035663,3.095955372,0.629034221,1.995993257,128.8358917,37.94255447
C,Train,Lophostemon confertus,85.36517334,29.26184654,98.65572357,32.89431,17.08303261,0.446555823,-0.042642854,4.262739182,0.084049702,2.27093482,130.9290924,39.73654938
